SNOMED;Diagnóstico;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-97263;Lymphoma, primary cutaneous γδ T-cell;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96783;Lymphoma, primary effusion;
M-96793;Lymphoma, primary mediastinal large B-cell (PMLBCL);
M-96793;Lymphoma, primary mediastinal large B-cell (PMLBCL);
M-96793;Lymphoma, primary mediastinal large B-cell (PMLBCL);
M-96793;Lymphoma, primary thymic large B-cell;
M-96793;Lymphoma, primary thymic large B-cell;
M-98233;Lymphoma, small lymphocytic (SLL);
M-96893;Lymphoma, splenic B-cell marginal zone;
M-96893;Lymphoma, splenic B-cell marginal zone;
M-96893;Lymphoma, splenic B-cell marginal zone;
M-96893;Lymphoma, splenic B-cell marginal zone;
M-97083;Lymphoma, subcutaneous panniculitis-like T-cell;
M-97193;Lymphoma, T/NK-cell;
M-96883;Lymphoma, T-cell/histiocyte rich large B-cell;
M-96883;Lymphoma, T-cell/histiocyte rich large B-cell;
M-96883;Lymphoma, T-cell/histiocyte rich large B-cell;
M-96883;Lymphoma, T-cell/histiocyte rich large B-cell;
M-96883;Lymphoma, T-cell/histiocyte rich large B-cell;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97661;Lymphomatoid granulomatosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-97181;Lymphomatoid papulosis;
M-95300;Lymphoplasmacyte-rich meningioma;
M-95300;Lymphoplasmacyte-rich meningioma;
M-96713;Lymphoplasmacytic lymphoma;
M-99701;Lymphoproliferative disorder, NOS;
M-99701;Lymphoproliferative disorder, NOS;
M-99701;Lymphoproliferative disorder, NOS;
M-99701;Lymphoproliferative disorder, NOS;
M-92523;Malignant diffuse tenosynovial giant cell tumour;
M-92523;Malignant diffuse tenosynovial giant cell tumour;
M-88303;Malignant fibrous histiocytoma;
M-92513;Malignant giant cell tumour of soft tissues;
M-87113;Malignant glomus tumour;
M-87113;Malignant glomus tumour;
M-87113;Malignant glomus tumour;
M-95803;Malignant granular cell tumour;
M-95803;Malignant granular cell tumour;
M-95803;Malignant granular cell tumour;
M-95803;Malignant granular cell tumour;
M-95803;Malignant granular cell tumour;
M-95803;Malignant granular cell tumour;
M-91503;Malignant haemangiopericytoma;
M-91503;Malignant haemangiopericytoma;
M-91503;Malignant haemangiopericytoma;
M-91503;Malignant haemangiopericytoma;
M-86503;Malignant Leydig cell tumour;
M-95903;Malignant lymphoma, NOS;
M-87203;Malignant melanoma, NOS;
M-87203;Malignant melanoma, NOS;
M-87203;Malignant melanoma, NOS;
M-87203;Malignant melanoma, NOS;
M-87203;Malignant melanoma, NOS;
M-95303;Malignant meningioma;
M-95303;Malignant meningioma;
M-90503;Malignant mesothelioma;
M-89403;Malignant mixed tumour, NOS;
M-89403;Malignant mixed tumour, NOS;
M-89403;Malignant mixed tumour, NOS;
M-89403;Malignant mixed tumour, NOS;
M-89403;Malignant mixed tumour, NOS;
M-89403;Malignant mixed tumour, NOS;
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);
M-89803;Malignant müllerian mixed tumour, MMMT (carcinosarcoma);
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-89823;Malignant myoepithelioma;
M-95403;Malignant peripheral nerve sheath tumour (MPNST), NOS;
M-89903;Malignant phosphaturic mesenchymal tumour;
M-89633;Malignant rhabdoid tumour;
M-86403;Malignant Sertoli cell tumour;
M-85903;Malignant sex cord-gonadal stromal tumour;
